ID,UUID,LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,ports_original,ports_inferred,ports_rule,is_fast_dc,avg_sessions_per_day_site,avg_sessions_per_day_per_port
459604,5188322F-555B-48F0-817E-75371F3F5CAB,[Restricted] DANAU PERMAI CONDOMINIUM (Residential Condo),Danau Permai Condominium,nan,Kuala Lumpur,Kuala Lumpur,58100,,3.101011,101.68837,,1,Default AC heuristic,0,3.52,3.52
459603,635D6E19-BB79-4B7D-A0DB-D233E94D5094,[Restricted] SURIA RESIDENCES (Residential Condo),Suria Residence by Sunsuria,nan,Shah Alam,Negeri Sembilan,40150,,3.098301,101.537277,,5,Venue multi-bay heuristic,0,6.31,1.26
459602,F32FDAEC-F54F-4BFC-A0C1-4C425216FA11,[Restricted] THE HIPSTER TAMAN DESA (Residential Condo),"The Hipster, Taman Desa",nan,Kuala Lumpur,Kuala Lumpur,58100,,3.098231,101.69014,,2,Default AC heuristic,0,5.34,2.67
459601,1ED01CE1-C90E-455F-B21E-2501B8ED1B95,[Restricted] PANGSAPURI SERVIS SURIA JELUTONG (Residential Condo),Suria Jelutong Serviced Apartment,nan,Shah Alam,Selangor,40150,,3.098137,101.538795,,3,Venue multi-bay heuristic,0,4.12,1.37
459600,0A6A02DA-F85A-4B80-8974-305F746DF381,[Restricted] CASA DESA CONDOMINIUM (Residential Condo),Casa Desa Condominium,nan,Cheras,W.P. Kuala Lumpur,58100,,3.096656,101.679192,,2,Default AC heuristic,0,1.6,0.8
459599,4C45FFA0-FA91-4FB7-9189-DA845D68166E,[Restricted] ABADI RIA CONDOMINIUM (Residential Condo),Abadi Ria Condominium (Kondominium Abadi Ria),nan,Cheras,W.P. Kuala Lumpur,58100,,3.095673,101.684349,,2,Default AC heuristic,0,1.71,0.85
459598,6B44455B-A359-4775-A53B-4B45C97249CA,HJ SEAFOOD TREASURE (Restaurant),HJ Seafood Treasure 海景大酒家,nan,Kuchai Lama,W.P. Kuala Lumpur,58200,,3.092424,101.685303,,2,Default AC heuristic,0,2.86,1.43
459597,9D8C403F-BD2E-4DF1-A916-940190301DD3,[Restricted] UTROPOLIS SUITES TOWER B (Residential Condo),Utropolis Suites 1 (namely Tower A and B),nan,Shah Alam,Selangor,40150,,3.09107,101.55896,,5,Venue multi-bay heuristic,0,3.37,0.67
459596,A5188A35-6D85-4D14-967A-A0C0F9A25E3F,[Restricted] THE HOLMES 2 CONDOMINIUM (Residential Condo),The Holmes 2,nan,Jln Tun Razak,W.P. Kuala Lumpur,56000,,3.088864,101.720764,,1,Default AC heuristic,0,2.56,2.56
459595,37D88131-9315-4CDD-9D59-962129CA4C54,[Restricted] KL PALACE COURT (Residential Condo),KL Palace Court,nan,Kuala Lumpur,Kuala Lumpur,58200,,3.088201,101.683678,,2,Default AC heuristic,0,5.89,2.95
459594,47ADC1B5-BA64-46FF-A530-FA8B03AFAA9F,[Restricted] ICON CITY (Residential Condo),Icon City,nan,Petaling Jaya,Selangor,47300,,3.087786,101.615036,,1,Default AC heuristic,0,3.6,3.6
459593,723C8EEE-C2DE-4319-93B2-BE52989B5161,[Restricted] KUCHAI BREM PARK CONDO 1 (Residential Condo),Kuchai Brem Park Condo 1,nan,Kuchai Lama,W.P. Kuala Lumpur,58200,,3.086742,101.686554,,2,Default AC heuristic,0,3.83,1.92
459592,49A069CA-DD88-4FDA-AAED-868FF90231F7,CHINT MALAYSIA (Commercial),CHINT Malaysia,nan,Shah Alam,Selangor,40150,,3.085453,101.572601,,2,Default AC heuristic,0,3.06,1.53
459591,A91704B8-21F3-417D-A9F9-C75ED8A95553,SMILE HOTEL SHAH ALAM (Hotel),Smile Hotel Shah Alam Seksyen 9,nan,Shah Alam,Selangor,40100,,3.085349,101.522308,,6,Venue multi-bay heuristic,0,5.15,0.86
459590,EABE621C-A229-42E5-B454-7CFB9B31D33B,[Restricted] PETALZ RESIDENCES @ OLD KLANG ROAD (Residential Condo),Petalz Residences by EXSIM,nan,Kuala Lumpur,Kuala Lumpur,58000,,3.084323,101.661392,,1,Default AC heuristic,0,3.37,3.37
459589,1BB73F82-A3B1-42FE-A580-D667B779906E,[Restricted] WIDURI IMPIAN CONDOMINIUM (Residential Condo),Widuri Impian Condominium,nan,Desa Petaling,W.P. Kuala Lumpur,57100,,3.084177,101.713982,,1,Default AC heuristic,0,2.01,2.01
459588,2BEA6EE4-450A-488E-8CCC-679C4E1AE193,CONCORDE HOTEL SHAH ALAM (Hotel),Concorde Hotel Shah Alam,nan,Shah Alam,Selangor,40100,,3.083955,101.524399,,3,Venue multi-bay heuristic,0,4.18,1.39
459587,9463AC64-346F-4AD4-A809-CA5AA75FFC7E,[Restricted] CITIZEN 2 @ OLD KLANG ROAD (Residential Condo),Citizen 2 @ Old Klang Road,nan,Old Klang Road,Kuala Lumpur,58000,,3.081979,101.662781,,2,Default AC heuristic,0,7.71,3.85
459586,AEB1E45E-675E-4D0F-B567-0D1093B7303B,NU EMPIRE SHOPPING GALLERY (Shopping Mall),Empire Shopping Gallery,nan,Subang Jaya,Selangor,47500,,3.081778,101.582802,,6,Venue multi-bay heuristic,0,5.07,0.85
459585,A7A4E91E-F4AB-4995-BA9D-BD384FFD523D,IKON CONNAUGHT MALL (Shopping Mall),IKON Connaught,nan,Cheras,W.P. Kuala Lumpur,56000,,3.081166,101.731636,,2,Default AC heuristic,0,4.7,2.35
459584,A34AD1D3-6DE6-4742-A473-B89E35B53585,[Restricted] ONE SOHO SUBANG APARTMENT (Residential Condo),One Soho Subang,nan,Subang Jaya,Selangor,47500,,3.079117,101.572502,,3,Venue multi-bay heuristic,0,1.97,0.66
459583,BA76251B-D5A9-4B03-9995-7763A3FFD0CF,[Restricted] GREENFIELD RESIDENCE (Residential Condo),Greenfield Residence,nan,Petaling Jaya,Selangor,46150,,3.078443,101.613419,,2,Default AC heuristic,0,3.11,1.55
459582,D01FCF0F-ADD6-400B-96A8-E954D4B288D9,[Restricted] BOULEVARD SUBANG JAYA (Residential Condo),The Boulevard Condominium Subang Jaya,nan,Subang Jaya,Selangor,47500,,3.07837,101.602219,,1,Default AC heuristic,0,2.72,2.72
459581,A2F7AFD5-31BE-43C1-AF65-1FDABA44E8BC,[Restricted] PRIMA U1 CONDOMINIUM (Residential Condo),Prima U1 Condominium,nan,Shah Alam,Selangor,40150,,3.078161,101.556183,,2,Default AC heuristic,0,3.46,1.73
459580,77F9A361-7FE7-4038-A733-DD475D7210FA,[Restricted] SERINGIN RESIDENCES (Residential Condo),Seringin Residences,nan,Old Klang Road,Kuala Lumpur,58200,,3.076546,101.686668,,2,Default AC heuristic,0,7.39,3.7
459579,FC633155-BF76-4AE9-8D9B-77EB4B73E311,[Restricted] RIANA SOUTH CONDOMINIUM (Residential Condo),Riana South @ Bukit Manda'rina - IJM Land,nan,Kuala Lumpur,Kuala Lumpur,56000,,3.076233,101.732903,,2,Default AC heuristic,0,5.96,2.98
459578,677B994C-ACD5-4F32-974A-E27A0DFF1543,[Restricted] RIVERVILLE RESIDENCES (Residential Condo),Riverville Residences,nan,Kuala Lumpur,Kuala Lumpur,58200,,3.076086,101.65593,,2,Default AC heuristic,0,6.27,3.13
459577,0F4F6F9B-2A8A-4344-9A7B-1913C0A37990,[Restricted] ALTITUDE 236 (Residential Condo),"9, Persiaran Alam Damai",nan,Cheras,W.P. Kuala Lumpur,56000,,3.076023,101.735252,,1,Default AC heuristic,0,4.17,4.17
459576,80240791-6D92-48A3-A0B5-B21381EBB0A4,[Restricted] YOU CITY-YOU VISTA (Residential Condo),You City - You Vista,nan,Cheras,Selangor,43200,,3.074682,101.762955,,2,Default AC heuristic,0,3.26,1.63
459575,4153F3CE-168F-4C29-BB2B-393E63ED408D,[Restricted] GREEN RESIDENCE (Residential Condo),Jalan Sayang 1,nan,Cheras,Selangor,43200,,3.072992,101.755684,,1,Default AC heuristic,0,1.46,1.46
459574,53CCFDE7-FDD2-4DCB-9CF7-E0B0BE022F2B,[Restricted] IMPERIAL RESIDENCE (Residential Condo),Imperial Residence,nan,Cheras,Selangor,43200,,3.072718,101.759346,,2,Default AC heuristic,0,3,1.5
459573,1484DFA0-A274-4417-80E1-BAF0FA80205C,[Restricted] CHERAS HEIGHTS CONDOMINIUM (Residential Condo),"no 2, Jalan Bukit Cheras 18",nan,Kuala Lumpur,Kuala Lumpur,56000,,3.068582,101.747993,,1,Default AC heuristic,0,5.16,5.16
459572,F5E296FC-860B-4209-B36C-CE38E5D45A3B,[Restricted] ALAM SANJUNG (Residential Condo),ALAM SANJUNG,nan,Shah Alam,Selangor,40300,,3.068384,101.553566,,2,Default AC heuristic,0,1.8,0.9
459571,7A0BCB4D-BA58-4631-9880-D04BD8DB009D,[Restricted] WALTZ RESIDENCES (Residential Condo),Waltz Residences,nan,Puchong,W.P. Kuala Lumpur,58200,,3.068148,101.672478,,1,Default AC heuristic,0,1.57,1.57
459570,5D55142B-03EA-4147-A48C-09D50A505E3C,PINNACLE SRI PETALING MALL (Grocery),Pinnacle Sri Petaling (Condominium Complex),nan,Kuala Lumpur,Kuala Lumpur,57000,,3.067885,101.693985,,1,Default AC heuristic,0,3.15,3.15
459569,11577C4A-22C6-4E78-A97D-14C01033B098,[Restricted] THE GREENS (RESIDENSI HIJAUAN) (Residential Condo),Residensi Hijauan (The Greens),nan,Shah Alam,Negeri Sembilan,40300,,3.067677,101.553314,,2,Default AC heuristic,0,5.01,2.51
459568,01BCD927-7603-4EBD-A669-EB06D8698B4E,THE FOOD MERCHANT WCITY OUG SALES GALLERY (Grocery),"The Food Merchant, WCity OUG Sales Gallery",nan,OUG,W.P. Kuala Lumpur,58200,,3.067541,101.67411,,1,Default AC heuristic,0,2.11,2.11
459567,2B002D08-51C9-4E23-90C4-43B54F36AD56,[Restricted] PARK VILLA CONDOMINIUM (TOWER A) (Residential Condo),Park Villa Condominium @ Jalan Pipit,nan,Puchong,Selangor,47100,,3.066964,101.625031,,2,Default AC heuristic,0,3.57,1.79
459566,8586D555-B86A-43BE-9B45-7086BDDD8EE8,[Restricted] IMPIAN HEIGHT CONDOMINIUM (Residential Condo),Impian Height Condominium,nan,Puchong,Selangor,47100,,3.065263,101.625984,,1,Default AC heuristic,0,1.4,1.4
459565,6C12A7BD-C90F-44C4-9D7F-C5401309E22E,[Restricted] KIARA RESIDENCE 2 (Residential Condo),Kiara Residence 2,nan,Kuala Lumpur,Kuala Lumpur,58200,,3.064063,101.669563,,1,Default AC heuristic,0,3.16,3.16
459564,81C87B8C-1B11-4413-A198-DD3700568C72,THE SUMMIT USJ (Shopping Mall),The Summit USJ,nan,Subang Jaya,Selangor,47600,,3.06024,101.593544,,1,Default AC heuristic,0,2.33,2.33
459563,3EF93EFB-92AD-4ABD-B1B2-1637F469FE8E,[Restricted] USJ ONE RESIDENCE (Residential Condo),USJ One Residence Tower B,nan,Subang Jaya,Selangor,47500,,3.059559,101.598648,,3,Venue multi-bay heuristic,0,3.23,1.08
459562,A52AC366-AE3B-4BAA-BC3A-7B9A16756386,[Restricted] CASA GREEN CONDOMINIUM (TOWER A) (Residential Condo),Casa Green Condominium - Cheras,nan,Cheras,Selangor,43200,,3.057322,101.761642,,1,Default AC heuristic,0,2.44,2.44
459561,694BBD6B-1E9B-4F08-99A6-C57A941ADCAF,[Restricted] SAVANNA BUKIT JALIL (Residential Condo),Savanna Bukit Jalil,nan,Kuala Lumpur,Kuala Lumpur,57000,,3.056604,101.687775,,2,Default AC heuristic,0,4.94,2.47
459560,45FA1E05-B96D-47A5-86CC-A842908F7A06,[Restricted] THE HAVRE BUKIT JALIL (Residential Condo),The Havre Bukit Jalil,nan,Kuala Lumpur,Kuala Lumpur,57000,,3.056034,101.666908,,1,Default AC heuristic,0,5.75,5.75
459559,5209D46A-082A-4884-B33D-3AFE27BC0913,BMC MALL (Shopping Mall),BMC Mall,nan,Cheras,Selangor,43200,,3.054651,101.786812,,5,Venue multi-bay heuristic,0,5.81,1.16
459558,F3F9460C-C24B-4E33-8282-98DECCC9E54D,[Restricted] KEN RIMBA CONDOMINIUM 1 (Residential Condo),Ken Rimba Condominium 1,nan,Shah Alam,Selangor,40200,,3.053399,101.4851,,1,Default AC heuristic,0,1.84,1.84
459557,7E8A5D3E-B65B-4480-97AD-5753AD536EEC,[Restricted] EMERALD RESIDENCES (Residential Condo),Emerald Residence,nan,Cheras,Selangor,43200,,3.052281,101.794403,,1,Default AC heuristic,0,1.83,1.83
459556,B17157E6-8BA9-4FCC-BCAF-B88D63C29BBE,[Restricted] THE ZEST @ KINRARA 9 (Residential Condo),The Zest @Kinrara 9,nan,Puchong,Selangor,47180,,3.052172,101.654312,,1,Default AC heuristic,0,1.33,1.33
459555,0D003998-5A71-46CF-AF20-B1EB8FBAD98C,[Restricted] REGENCY KLANG (Residential Condo),Regency Condominium,nan,Klang,Kuala Lumpur,41300,,3.051143,101.462868,,1,Default AC heuristic,0,3.89,3.89
459554,AE1E1E41-A9E8-4A79-B753-42F3450C13F5,[Restricted] TWIN ARKZ (Residential Condo),Twin Arkz @ Bukit Jalil,nan,Desa Petaling,W.P. Kuala Lumpur,57000,,3.051014,101.680023,,2,Default AC heuristic,0,3.62,1.81
459553,29CA33C4-39EB-4580-8A3C-368B1D2F08B7,[Restricted] VINA RESIDENCY (Residential Condo),Vina Residency,nan,Cheras,Selangor,43200,,3.049642,101.753036,,2,Default AC heuristic,0,2.41,1.2
459552,F6501093-0DA3-4886-A15C-DB6A6789CC65,[Restricted] THE NETIZEN (Residential Condo),The Netizen Cheras Homestay,nan,Cheras,Selangor,43200,,3.049329,101.772591,,2,Default AC heuristic,0,4.58,2.29
459551,524ECBA2-CA2F-46A6-A631-0474BC9F5493,[Restricted] TEN KINRARA (Residential Condo),Ten Kinrara,nan,Puchong,Selangor,47180,,3.047793,101.646339,,1,Default AC heuristic,0,1.65,1.65
459550,FD56C5A7-7764-4ACE-8F7A-B2AB4CF56FB3,RAYTECH SERI KEMBANGAN (Car Showroom),Raytech Tinting Sdn Bhd,nan,Seri Kembangan,Selangor,43300,,3.0469,101.704361,,1,Default AC heuristic,0,1.42,1.42
459549,10EE3255-4B5A-4006-A6E7-B870F01FB8E6,[Restricted] RESIDENSI SUNGAI LONG (Residential Condo),Sungai Long Residence,nan,Kajang,Selangor,43000,,3.04404,101.803787,,1,Default AC heuristic,0,3.21,3.21
459548,5A35B649-7783-4200-BA5A-85DC908155D2,[Restricted] CLOUD TREE RESIDENCE C (Residential Condo),CloudTree Residence,nan,Seri Kembangan,Selangor,43300,,3.043346,101.733009,,2,Default AC heuristic,0,3.01,1.5
459547,F7B6DB83-19E6-465E-ADCD-E567B4DEDD46,BURAQ OIL LUMUT (Commercial),CO3 Social Office | Puchong Campus,nan,Puchong,Selangor,47170,,3.042961,101.618248,,5,Venue multi-bay heuristic,0,6.27,1.25
459546,6CC1BDE1-DFFE-4F41-AA40-8AEDB8FA899E,[Restricted] CLOUD TREE RESIDENCE A (Residential Condo),CloudTree Residence,nan,Seri Kembangan,Selangor,43300,,3.04292,101.73111,,2,Default AC heuristic,0,2.18,1.09
459545,423CB648-508C-4016-91F6-AE3C3B179545,[Restricted] THE SANDERSON (Residential Condo),The Sanderson,nan,Seri Kembangan,Selangor,43300,,3.042449,101.692055,,1,Default AC heuristic,0,2.77,2.77
459544,2C5C78DB-8A26-4818-BCFF-69A9D3C506C5,[Restricted] IRIS RESIDENCES (Residential Condo),Iris Residence,nan,Kajang,Selangor,43000,,3.04221,101.807518,,1,Default AC heuristic,0,2.68,2.68
459543,27C2DC07-AB81-43D4-9065-D69F8F53238C,[Restricted] PARKLAND RESIDENCES (Residential Condo),"10, Jalan Seksyen 2/2",nan,Cheras,Selangor,43200,,3.041734,101.772774,,1,Default AC heuristic,0,1.67,1.67
459542,3B9D217A-206A-49C8-A29C-DA980F688741,[Restricted] PERMATA RESIDENCE (Residential Condo),Permata Residence,nan,Kajang,Selangor,43000,,3.029084,101.786896,,1,Default AC heuristic,0,4.42,4.42
459541,0A7D04F4-AA8F-4D6C-8C35-86434092D625,[Restricted] SUTERA PINES APARTMENT (Residential Condo),Sutera Pines,nan,Kajang,Selangor,43000,,3.026803,101.813782,,1,Default AC heuristic,0,2.69,2.69
459540,9087948D-0DEA-4594-BD68-87589708418B,[Restricted] ASTETICA RESIDENCES (Residential Condo),Astetica Residence Tower A (Block A),nan,Seri Kembangan,Selangor,43300,,3.026323,101.716347,,5,Venue multi-bay heuristic,0,4.58,0.92
459539,2447455A-AB38-4265-A53A-45029F79C17B,"AMERIN MALL, SERI KEMBANGAN (Shopping Mall)",Amerin Mall,nan,Seri Kembangan,Selangor,43300,,3.024839,101.751541,,3,Venue multi-bay heuristic,0,4.88,1.63
459538,45B31286-D887-4119-8779-D406C8D2E472,[Restricted] RESIDENSI BUKIT PALMA (Residential Condo),Palm Hill Residence 1,nan,Kajang,Selangor,43000,,3.024755,101.805649,,2,Default AC heuristic,0,4.02,2.01
459537,A59BD96A-7E98-4199-9A4B-83CC5444F876,[Restricted] RESIDENSI BUKIT PALMA 2 (Residential Condo),Residensi Bukit Palma 2,nan,Cheras,Negeri Sembilan,43000,,3.02411,101.804726,,1,Default AC heuristic,0,1.85,1.85
459536,E79304E4-BF2D-4372-95CB-0BEFAA6AFC4D,ONE CITY USJ (SKYPARK OUTDOOR) (Shopping Mall),Sky Park @ One City USJ,nan,Subang Jaya,Selangor,47650,,3.021792,101.580353,,2,Default AC heuristic,0,2.56,1.28
459535,DB235A38-21E4-4486-A135-DA409BF7793D,IOI RIO CITY PUCHONG (Shopping Mall),IOI Rio,nan,Puchong,Selangor,47100,,3.020621,101.623741,,6,Venue multi-bay heuristic,0,5.65,0.94
459534,224DA8DB-4FD8-464D-8A69-2D159BD962B1,[Restricted] CONDOMINIUM UNIVERSAL 360 (Residential Condo),Univ 360 Place Management Office,nan,Seri Kembangan,Selangor,43300,,3.020611,101.71489,,7,Venue multi-bay heuristic,0,5,0.71
459533,97258A0C-FB04-49C1-9D4A-BD7AEF63A904,[Restricted] PANGSAPURI PUNCAK SAUJANA (Residential Condo),Pangsapuri Puncak Saujana,nan,Kajang,Selangor,43000,,3.017278,101.812614,,1,Default AC heuristic,0,1.07,1.07
459532,7904D95B-0FA3-4342-98B7-EB19A67E8ACD,[Restricted] PANGSAPURI SAUJANA PERMAI 2 (Residential Condo),Pangsapuri Saujana Permai 2,nan,Kajang,Selangor,43000,,3.014625,101.810944,,2,Default AC heuristic,0,2.42,1.21
459531,1B17FDD7-528A-42C4-9E0A-30BEB17C752E,[Restricted] ZENOPY RESIDENCES (Residential Condo),Zenopy Residences - Residence Lobby 1,nan,Seri Kembangan,Selangor,43300,,3.007914,101.668701,,2,Default AC heuristic,0,2.48,1.24
459530,CDA1302C-7299-403D-AB52-F5ED2749BC40,[Restricted] GEO BUKIT RIMAU CONDOMINIUM (Residential Condo),GEO Bukit Rimau Condominium,nan,Shah Alam,Selangor,40460,,3.000672,101.527245,,1,Default AC heuristic,0,2.99,2.99
459529,BF37C108-FF65-4F10-8C78-75C22BE860DB,COLUMBIA HOSPITAL BUKIT RIMAU (Medical),Columbia Asia Hospital - Bukit Rimau,nan,Shah Alam,Selangor,40460,,2.99737,101.52877,,2,Default AC heuristic,0,3.35,1.68
459528,265AC6D0-CB9F-473C-B6E8-FF21C8B8D777,ECONSAVE CASH & CARRY PANDAMARAN (Grocery),Econsave Pandamaran (Hypermarket | Wholesale),nan,Klang,Negeri Sembilan,42000,,2.994984,101.419701,,1,Default AC heuristic,0,1.89,1.89
459527,DCC9E5C0-BE66-4ECE-BA61-8C4B7B2BA52E,[Restricted] PARAGON 3 CONDOMINIUM (TOWER 1) (Residential Condo),Paragon 3,nan,Puchong,Selangor,43300,,2.994305,101.650497,,1,Default AC heuristic,0,1.93,1.93
459526,43752582-7884-49CE-9399-E29543BD0641,[Restricted] PARAGON 3 CONDOMINIUM (TOWER 2) (Residential Condo),Paragon 3,nan,Seri Kembangan,Selangor,43300,,2.993159,101.651047,,2,Default AC heuristic,0,3.11,1.56
459525,732510F5-86C5-4668-A8D0-EE0FC2B3E00B,CANVAS HOTEL KLANG (Hotel),The Canvas Hotel,nan,Klang,Kuala Lumpur,41200,,2.992799,101.443863,,5,Venue multi-bay heuristic,0,21.51,4.3
459524,AB1E44D0-14DA-4974-951A-AD41F6DC4FE0,[Restricted] JADITE SUITES (Residential Condo),Persiaran Jade Hills Utama,nan,Kajang,Selangor,43000,,2.992677,101.757736,,2,Default AC heuristic,0,3.76,1.88
459523,7608E8A6-C865-4FF9-AA7F-843D828E445E,PARK INN BY RADISSON PUTRAJAYA (Hotel),Park Inn by Radisson Putrajaya,nan,Kajang,Putrajaya,43000,,2.979283,101.737564,,2,Default AC heuristic,0,5.36,2.68
459522,E965E469-861F-40FF-BA7B-99C966582EF1,[Restricted] DESARIA VILLA CONDOMINIUM (Residential Condo),Desaria Villa Condominium,nan,Puchong,Selangor,47120,,2.977706,101.639618,,2,Default AC heuristic,0,3.21,1.6
459521,C4E78AAC-2149-4A80-8743-2A7FB21CF151,[Restricted] D'AMAN RESIDENCES (Residential Condo),D'Aman Residences,nan,Puchong,Selangor,47130,,2.975389,101.581833,,1,Default AC heuristic,0,2.49,2.49
459520,7A9DD40B-43E9-48B0-A2AF-082EA6C6C0BE,[Restricted] KOI SUITES CONDOMINIUM (Residential Condo),Koi Suites Condominium,nan,Puchong,Selangor,47130,,2.974447,101.579185,,2,Default AC heuristic,0,3.32,1.66
459518,4A245DEE-969D-4D90-8479-AAFAA010B34B,[Restricted] X2 RESIDENCY (BLOCK B) (Residential Condo),X2 Residency,nan,Puchong,Selangor,47130,,2.965042,101.593376,,1,Default AC heuristic,0,1.98,1.98
459517,B44F14DF-9CD1-4569-ABE2-E30664A89FF7,[Restricted] TASIK RESIDENCY (Residential Condo),Tasik Residency,nan,Puchong,Selangor,47130,,2.963733,101.592911,,1,Default AC heuristic,0,1.76,1.76
459516,3420B315-AA8C-48C9-B161-188F293651B6,PKNS COMPLEX BANGI (Shopping Mall),Kompleks PKNS Bangi,nan,Bandar Baru Bangi,Negeri Sembilan,43650,,2.961875,101.757225,,2,Default AC heuristic,0,2.31,1.16
459515,D212C398-83C9-4E54-825D-A45FEA414352,[Restricted] PUNCAK HIJAUAN CONDOMINIUM (Residential Condo),Puncak Hijauan Condominium,nan,Kajang,Selangor,43000,,2.944719,101.796471,,2,Default AC heuristic,0,3.55,1.77
459514,BA3FAC46-5FA2-4511-87F6-A86299739A2B,[Restricted] BSP SKYPARK (Residential Condo),BSP Skypark,nan,Jenjarom,Selangor,42610,,2.941624,101.587875,,1,Default AC heuristic,0,1.52,1.52
459513,0D224EBE-A54F-4EB1-9885-FB038A677A0B,[Restricted] LAKEFRONT RESIDENCE @ CYBERJAYA (Residential Condo),Lakefront Residence @ Cyberjaya,nan,Cyberjaya,Selangor,63000,,2.933997,101.631264,,2,Default AC heuristic,0,2.99,1.49
459512,4E9A6D8D-DE32-402A-8078-97F489FDDF1C,BANGI GATEWAY MALL (Shopping Mall),Bangi Gateway Shopping Complex,nan,Bandar Baru Bangi,Selangor,43650,,2.932871,101.76532,,5,Venue multi-bay heuristic,0,4.79,0.96
459511,13C8B804-3930-4823-9DE7-DFE169C643D8,[Restricted] TAMARA RESIDENCE TOWER A (Residential Condo),Tamara Residence,nan,Putrajaya,Putrajaya,62250,,2.927745,101.679329,,1,Default AC heuristic,0,3.93,3.93
459510,9C3819BC-E275-4C14-8C7E-9542CC940E78,[Restricted] LAKEFRONT HOMES @ CYBERJAYA (PR1MA) (Residential Condo),"Lakefront Homes, Cyberjaya",nan,Cyberjaya,Selangor,63000,,2.92746,101.631958,,1,Default AC heuristic,0,1.71,1.71
459509,6AF7B0EF-8DF6-4E3C-BD7C-3DFD6595DA60,[Restricted] TAMARA RESIDENCE TOWER  C (Residential Condo),Tamara Residence,nan,Putrajaya,Putrajaya,62250,,2.926,101.679375,,2,Default AC heuristic,0,6.12,3.06
459508,E5593A79-A66A-479B-B999-52F275F536D6,SHAFTSBURY SQUARE (Commercial),Shaftsbury Square,nan,Cyberjaya,Selangor,63000,,2.922597,101.661896,,2,Default AC heuristic,0,2.52,1.26
459507,248A832B-FAE9-4FB4-9965-64243502F7DF,[Restricted] ALMYRA RESIDENCE (Residential Condo),Almyra Residence,nan,Kajang,Selangor,43000,,2.877916,101.795326,,1,Default AC heuristic,0,1.54,1.54
459506,0FB83688-F1BD-426F-9930-D5D0D90B6BFE,[Restricted] PALMERA RESIDENCE (Residential Condo),Palmyra Residence,nan,Kajang,Selangor,43000,,2.877094,101.793533,,1,Default AC heuristic,0,1.4,1.4
459505,7DBEA585-2CC7-4702-B74B-2166B5A5DBC0,HOLIDAY INN SEPANG (Hotel),"Holiday Inn Sepang Airport, an IHG Hotel",nan,Sepang,Selangor,43900,,2.82035,101.695267,,4,Venue multi-bay heuristic,0,3.24,0.81
459504,21D091C5-62DE-4E76-BAA7-7EE97816E366,"OE RESORT, NEGERI SEMBILAN (Hotel)",OE Resort (Private Ground),nan,Seremban,Negeri Sembilan,71700,,2.815522,101.912743,,4,Venue multi-bay heuristic,0,7.01,1.75
459503,4D73DE12-4DB0-4BBA-9B78-89DD8BCC789A,ECONSAVE CASH & CARRY BANTING (Grocery),"2-14, Jalan Suasa",nan,Banting,Selangor,42700,,2.811765,101.506699,,1,Default AC heuristic,0,2.16,2.16
459502,7CB9E1D2-47B2-4CEC-AB53-F046231E72B8,TERMINAL 1 SEREMBAN (Shopping Mall),Terminal 1 Shopping Centre,nan,Seremban,Negeri Sembilan,70000,,2.722891,101.937012,,4,Venue multi-bay heuristic,0,4.41,1.1
459501,01E00EF5-AABA-41A3-A1DD-F2CF142E795F,SEREMBAN GATEWAY (Shopping Mall),Seremban Gateway,nan,Seremban,Negeri Sembilan,70200,,2.716845,101.920074,,1,Default AC heuristic,0,1.9,1.9
459500,373A92B9-C5D6-4CF3-AE47-816317F219CF,LOTUS'S SEREMBAN 2 (Shopping Mall),Lotus Seremban 2,nan,Seremban,Negeri Sembilan,70300,,2.712631,101.914429,,1,Default AC heuristic,0,1.59,1.59
459499,C92290F7-277E-40BD-A742-B91703EC88A8,MYDIN SENAWANG HYPERMARKET (Shopping Mall),Mydin Senawang Hypermarket,nan,Seremban,Negeri Sembilan,70450,,2.70045,101.979942,,1,Default AC heuristic,0,2.04,2.04
459498,D9E79504-B17F-4A02-8B9B-427E03549852,MYDIN SEREMBAN 2 (Shopping Mall),Mydin Mall Seremban 2,nan,Seremban,Negeri Sembilan,70300,,2.69512,101.903976,,3,Venue multi-bay heuristic,0,3.15,1.05
459497,6FA7FAD4-3F8F-4594-A7EF-06E585080007,REGINA MALL PORT DICKSON (Shopping Mall),Regina Mall,nan,Port Dickson,Negeri Sembilan,71000,,2.524174,101.801422,,5,Venue multi-bay heuristic,0,4.07,0.81
459496,81DEC746-6D96-41A1-87C4-E8273FA4CBA8,MYDIN HYPERMARKET PULAU SEBANG (Shopping Mall),Mydin Pulau Sebang Hypermarket,nan,Alor Gajah,Melaka,78000,,2.462454,102.231361,,2,Default AC heuristic,0,2.95,1.47
459495,66A627F3-5362-4E2C-92B4-8F239485C694,MYDIN BANDAR JASIN (Shopping Mall),"Mydin Wholesale Hypermarket Bandar Jasin Bestari, Melaka",nan,Melaka,Melaka,77200,,2.280188,102.391357,,2,Default AC heuristic,0,4.35,2.18
459494,A9B47120-71B6-4C21-ACCE-102B4BBDF9A3,MYDIN MITC AYER KEROH (Shopping Mall),Mydin MITC,nan,Ayer Keroh,Melaka,75450,,2.271234,102.291786,,1,Default AC heuristic,0,2.28,2.28
