ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,state_norm,ports_original,ports_inferred,ports_rule,is_fast_dc,avg_sessions_per_day_site,avg_sessions_per_day_per_port,gdp_mult,urban_mult,fast_mult,baseline_used,sigma_noise,cap_max
459644,7C74F4A4-F071-496E-8056-7D701B17F3F9,CONCORDE HOTEL (Hotel),Concorde Hotel Kuala Lumpur,,KLCC,Kuala Lumpur,50250,,3.155288,101.705879,Kuala Lumpur,,4,Venue multi-bay heuristic,0,8.69,2.17,1.35,1.35,1.0,2.0,0.3,60.0
459643,4371171B-DEB3-4609-A31E-AFD2B6AB0DCF,[Restricted] DAMAI SURIA CONDOMINIUM (Residential Condo),Damai Suria,,Jln Ampang,UNKNOWN,55000,,3.154796,101.730087,UNKNOWN,,7,Venue multi-bay heuristic,0,6.19,0.88,1.0,1.05,1.0,2.0,0.3,60.0
459642,7020EDE1-20BF-4677-AF06-4893BED28D44,[Restricted] THE MANOR KL (Residential Condo),The Manor,,Jln Tun Razak,UNKNOWN,50450,,3.152432,101.719872,UNKNOWN,,1,Default AC heuristic,0,3.16,3.16,1.0,1.05,1.0,2.0,0.3,60.0
459641,029FD290-A194-412E-B4DE-AAA8D1071B6F,[Restricted] D'SURIA CONDOMINIUM (Residential Condo),D'Suria Condominium - Ampang,,Ampang,UNKNOWN,68000,,3.151467,101.747108,UNKNOWN,,3,Venue multi-bay heuristic,0,6.37,2.12,1.0,1.05,1.0,2.0,0.3,60.0
459640,74BB8FE6-F02C-4811-B043-8192A952A1D7,10 SEMANTAN SUITES  (EAST WING) (Residential Condo),10 Semantan - East Wing Lobby,,Bukit Damansara A,Negeri Sembilan,50490,,3.151314,101.671043,Negeri Sembilan,,1,Default AC heuristic,0,2.74,2.74,1.08,1.05,1.0,2.0,0.3,60.0
459639,4C68BA38-D55D-45F3-A8E0-3FC7FF8E5BE8,[Restricted] 10 SEMANTAN SUITES (Residential Condo),10 Semantan Service Suite,,Bukit Damansara A,Negeri Sembilan,50490,,3.150833,101.670433,Negeri Sembilan,,2,Default AC heuristic,0,3.22,1.61,1.08,1.05,1.0,2.0,0.3,60.0
459638,4F5F0576-81F0-4D92-9FD8-669AF48FCDD0,[Restricted] CASA INDAH 2 CONDOMINIUM (Residential Condo),"2A, Persiaran Surian Tropicana Indah, PJU 3, Kota Damansara, 47410 Petaling Jaya, Selangor",,Tropicana Indah,Negeri Sembilan,,,3.149504,101.587891,Negeri Sembilan,,3,Venue multi-bay heuristic,0,2.5,0.83,1.08,1.05,1.0,2.0,0.3,60.0
459637,5E3478EE-6CE0-4409-80D9-9E99C255CD04,WISMA CHUANG (Commercial),Wisma Chuang,,Kuala Lumpur,Kuala Lumpur,50250,,3.149054,101.711357,Kuala Lumpur,,1,Default AC heuristic,0,3.81,3.81,1.35,1.35,1.0,2.0,0.3,60.0
459636,80B0C6EF-85E8-42E5-A8CD-3735D5A332D0,[Restricted] OPAL DAMANSARA CONDOMINIUM (Residential Condo),Sunway Opal Damansara Condominium,,Petaling Jaya,Negeri Sembilan,47810,,3.148517,101.598381,Negeri Sembilan,,7,Venue multi-bay heuristic,0,5.93,0.85,1.08,1.05,1.0,2.0,0.3,60.0
459635,0627E0A1-0F63-450B-A740-16506E0AADF0,[Restricted] SENTRIO PANDAN CONDOMINIUM (OUTDOOR) (Residential Condo),Sentrio Pandan,,Kuala Lumpur,Kuala Lumpur,55100,,3.148235,101.737785,Kuala Lumpur,,1,Default AC heuristic,0,3.97,3.97,1.35,1.35,1.0,2.0,0.3,60.0
459634,CC97FDF7-32BE-4BA6-A06A-A55B4EA344B7,JOURNAL HOTEL BUKIT BINTANG (Hotel),The Kuala Lumpur Journal Hotel,,Jalan Tun Ismail,Kuala Lumpur,50200,,3.148212,101.710533,Kuala Lumpur,,4,Venue multi-bay heuristic,0,8.75,2.19,1.35,1.35,1.0,2.0,0.3,60.0
459633,B26DBCD5-34CA-462C-8B9A-AA0D62CBA804,[Restricted] REGENCY TOWER (Residential Condo),Regency Tower,,Jln Ampang,UNKNOWN,50200,,3.147179,101.704971,UNKNOWN,,7,Venue multi-bay heuristic,0,5.66,0.81,1.0,1.05,1.0,2.0,0.3,60.0
459632,67EB54D0-BEF2-4E68-A865-15C762BD7126,[Restricted] DC RESIDENSI (Residential Condo),DC Residensi,,Kuala Lumpur,Negeri Sembilan,50490,,3.146692,101.660881,Negeri Sembilan,,1,Default AC heuristic,0,4.57,4.57,1.08,1.05,1.0,2.0,0.3,60.0
459631,6E3EC088-49E6-4351-B2AE-2F4C778CF95B,[Restricted] THE HORIZON RESIDENCES (Residential Condo),The Horizon Residences KL,,Jln Tun Razak,Kuala Lumpur,55000,,3.145089,101.722572,Kuala Lumpur,,2,Default AC heuristic,0,4.83,2.41,1.35,1.35,1.0,2.0,0.3,60.0
459630,BE3CB03A-CFD0-4629-945D-666C2AA0C762,MELIA HOTEL (Hotel),Meliá Kuala Lumpur,,Kuala Lumpur,Kuala Lumpur,51000,,3.143214,101.709831,Kuala Lumpur,,1,Default AC heuristic,0,3.73,3.73,1.35,1.35,1.0,2.0,0.3,60.0
459629,E8E2327C-D03C-48D9-8D1C-1409B3D540D5,PLAZA BERJAYA (Shopping Mall),Plaza Berjaya,,Jln Raja Laut,UNKNOWN,55100,,3.143053,101.709023,UNKNOWN,,1,Default AC heuristic,0,1.43,1.43,1.0,1.05,1.0,2.0,0.3,60.0
459628,F9439D73-E29D-42E2-9C4A-8C2CAF7A42A4,[Restricted] RESIDENSI PANDANMAS 2 (Residential Condo),Residensi Pandanmas 2,,Kampung Pandan,Negeri Sembilan,55100,,3.140326,101.737648,Negeri Sembilan,,2,Default AC heuristic,0,2.17,1.08,1.08,1.05,1.0,2.0,0.3,60.0
459627,66E6CBBE-4662-474D-9F10-2722E8510633,[Restricted] [PARTNER EVHUB] LUCENTIA RESIDENCES (Residential Condo),"2, Jalan Hang Tuah",,Jln Ampang,UNKNOWN,55100,,3.140128,101.708366,UNKNOWN,,2,Default AC heuristic,0,2.29,1.14,1.0,1.05,1.0,2.0,0.3,60.0
459626,27F35BC0-01BD-4585-9246-F09AC83E85C8,MENARA TAKAFUL (AC) (Commercial),Takaful Malaysia,,Kg Attap,UNKNOWN,50000,,3.139236,101.696205,UNKNOWN,,1,Default AC heuristic,0,0.86,0.86,1.0,1.05,1.0,2.0,0.3,60.0
459625,85271BE2-1D2F-4CC9-A215-18751EBEF06A,[Restricted] OPUS RESIDENCES (Residential Condo),Opus Residences,,Kg Attap,UNKNOWN,50460,,3.137392,101.699799,UNKNOWN,,1,Default AC heuristic,0,4.62,4.62,1.0,1.05,1.0,2.0,0.3,60.0
459624,F615FC66-B8BD-4A8F-A6B8-FD06E67D6373,[Restricted] Q SENTRAL (Commercial),Q Sentral,,Kuala Lumpur,Kuala Lumpur,50470,,3.136605,101.687714,Kuala Lumpur,,1,Default AC heuristic,0,4.58,4.58,1.35,1.35,1.0,2.0,0.3,60.0
459623,B913FD27-04B8-4978-83A4-8690FA360F73,[Restricted] SUNWAY BELFIELD TOWER B (Residential Condo),Residensi Sunway Belfield,,Kuala Lumpur,Negeri Sembilan,50460,,3.135861,101.696404,Negeri Sembilan,,4,Venue multi-bay heuristic,0,5.95,1.49,1.08,1.05,1.0,2.0,0.3,60.0
459622,7049EA7B-82D9-46B4-B820-3A8CED77E374,[Restricted] SUASANA SENTRAL LOFT (Residential Condo),"5, Jalan Stesen Sentral",,Jln Tun Razak,UNKNOWN,50470,,3.131384,101.683586,UNKNOWN,,1,Default AC heuristic,0,2.2,2.2,1.0,1.05,1.0,2.0,0.3,60.0
459621,21C44451-F65C-489D-86DC-6BE251BB54A1,[Restricted] LUMI TROPICANA (Residential Condo),Lumi Tropicana,,Petaling Jaya,UNKNOWN,47800,,3.129476,101.59417,UNKNOWN,,2,Default AC heuristic,0,1.96,0.98,1.0,1.05,1.0,2.0,0.3,60.0
459620,5D4AB16D-DDDC-490D-82F9-9A4CCB5B0F39,[Restricted] SUNWAY VELOCITY TWO (Residential Condo),Sunway Velocity TWO TOWER C&D,,Kuala Lumpur,Kuala Lumpur,55100,,3.129367,101.725037,Kuala Lumpur,,3,Venue multi-bay heuristic,0,4.42,1.47,1.35,1.35,1.0,2.0,0.3,60.0
459619,49E7F403-5BDD-473F-97FB-A9EFAE06E5E8,SEVENTEEN MALL (Shopping Mall),Seventeen Mall,,Petaling Jaya,UNKNOWN,46400,,3.128598,101.634811,UNKNOWN,,7,Venue multi-bay heuristic,0,5.42,0.77,1.0,1.05,1.0,2.0,0.3,60.0
459618,56307021-F367-461C-9B02-C9970DCF5436,(PRIVATE) Chargesini Showroom (Car Showroom),ChargeSini EV Charging Solution,,Cheras,UNKNOWN,55100,,3.1281,101.754181,UNKNOWN,,1,Default AC heuristic,0,3.11,3.11,1.0,1.05,1.0,2.0,0.3,60.0
459617,DA9824DA-6611-4228-A465-759B468F054B,SHAMELIN STAR RESIDENCE (Residential Condo),Shamelin Star Residences Rigel,,Kuala Lumpur,Kuala Lumpur,56100,,3.126423,101.737045,Kuala Lumpur,,1,Default AC heuristic,0,2.71,2.71,1.35,1.35,1.0,2.0,0.3,60.0
459616,208D9611-5A1F-42A2-B035-FAF02A657359,[Restricted] NADI BANGSAR SERVICED RESIDENCE (Residential Condo),Nadi Bangsar Serviced Residence,,Bangsar,UNKNOWN,59100,,3.125863,101.67514,UNKNOWN,,1,Default AC heuristic,0,1.55,1.55,1.0,1.05,1.0,2.0,0.3,60.0
459615,C2EE4576-7263-43B3-B6EF-01D196986E5D,[Restricted] TRION 2 @ KL (Residential Condo),Trion 2 @ KL,,Kuala Lumpur,Kuala Lumpur,55200,,3.12525,101.712776,Kuala Lumpur,,2,Default AC heuristic,0,6.58,3.29,1.35,1.35,1.0,2.0,0.3,60.0
459614,BECD7EE6-164D-4204-8944-2B38CCE797F6,[Restricted] PARC 3 RESIDENCE (Residential Condo),"5, Jalan Pudu Perdana",,Kuala Lumpur,Kuala Lumpur,56100,,3.121749,101.730713,Kuala Lumpur,,1,Default AC heuristic,0,2.4,2.4,1.35,1.35,1.0,2.0,0.3,60.0
459613,61F22C60-BFA5-4114-93F9-4DAA1C087EDA,[Restricted] SETIA SKY SEPUTEH (Residential Condo),Setia Sky Seputeh,,Kuala Lumpur,Kuala Lumpur,58000,,3.12028,101.681557,Kuala Lumpur,,1,Default AC heuristic,0,3.84,3.84,1.35,1.35,1.0,2.0,0.3,60.0
459612,AC95BB24-AC48-487B-80A6-B05824A8A822,COLUMBIA ASIA HOSPITAL PETALING JAYA (Medical),Columbia Asia Hospital - Petaling Jaya,,Petaling Jaya,UNKNOWN,46200,,3.118356,101.637642,UNKNOWN,,2,Default AC heuristic,0,2.44,1.22,1.0,1.05,1.0,2.0,0.3,60.0
459611,6FAF5647-7D97-4DD6-91FE-BD8DBD463752,[Restricted] VILA VISTA CHERAS CONDOMINIUM (Residential Condo),Vila Vista Condominium,,Kuala Lumpur,Kuala Lumpur,56100,,3.114405,101.730003,Kuala Lumpur,,1,Default AC heuristic,0,3.68,3.68,1.35,1.35,1.0,2.0,0.3,60.0
459610,410EEA43-67E8-4D49-B25A-DC0CF3F853E9,D'NETWORK @ SETIA ECO PARK (Commercial),D'Network @ Setia Eco Park,,Shah Alam,UNKNOWN,40170,,3.108452,101.477661,UNKNOWN,,2,Default AC heuristic,0,4.05,2.02,1.0,1.05,1.0,2.0,0.3,60.0
459609,71158A07-8335-45E0-924E-ECF9E11AA68F,KELANA D'PUTERA CONDOMINIUM (Residential Condo),Kelana D'Putera - Main Gate | PJ Ss7 condominium,,Petaling Jaya,UNKNOWN,47301,,3.108021,101.593048,UNKNOWN,,1,Default AC heuristic,0,2.1,2.1,1.0,1.05,1.0,2.0,0.3,60.0
459608,9954F06E-CB08-47CF-8CAA-A7FC18A146AB,[Restricted] VIVO RESIDENCE @ 9 SEPUTEH (Residential Condo),VIVO Residence @ 9 Seputeh,,Kuala Lumpur,Kuala Lumpur,58000,,3.105652,101.677086,Kuala Lumpur,,2,Default AC heuristic,0,4.66,2.33,1.35,1.35,1.0,2.0,0.3,60.0
459607,3238E453-CCDA-4036-8A69-F8D132575E19,MILLENNIUM SQUARE,Millennium Square,,Petaling Jaya,UNKNOWN,46100,,3.10489,101.635345,UNKNOWN,,1,Default AC heuristic,0,2.22,2.22,1.0,1.05,1.0,2.0,0.3,60.0
459606,C7888973-6E6F-4A24-A4D7-8A9C0D5BCF4D,[Restricted] PAPILLON DESAHILL CONDOMINIUM (Residential Condo),Papillon Desahill Condominium,,Kuala Lumpur,Kuala Lumpur,58100,,3.102913,101.679718,Kuala Lumpur,,1,Default AC heuristic,0,5.1,5.1,1.35,1.35,1.0,2.0,0.3,60.0
459605,A725620A-0E9E-4E11-83CF-AEE1C6483B6E,PROTON E.MAS CHERAS- ABLE MOBILITY SDN BHD (Car Showroom),Proton e.MAS Cheras - Able Mobility Sdn Bhd,,Willayah Persekutuan,UNKNOWN,56100,,3.102519,101.734657,UNKNOWN,,1,Default AC heuristic,0,2.69,2.69,1.0,1.05,1.0,2.0,0.3,60.0
459604,5188322F-555B-48F0-817E-75371F3F5CAB,[Restricted] DANAU PERMAI CONDOMINIUM (Residential Condo),Danau Permai Condominium,,Kuala Lumpur,Kuala Lumpur,58100,,3.101011,101.68837,Kuala Lumpur,,1,Default AC heuristic,0,3.52,3.52,1.35,1.35,1.0,2.0,0.3,60.0
459603,635D6E19-BB79-4B7D-A0DB-D233E94D5094,[Restricted] SURIA RESIDENCES (Residential Condo),Suria Residence by Sunsuria,,Shah Alam,Negeri Sembilan,40150,,3.098301,101.537277,Negeri Sembilan,,5,Venue multi-bay heuristic,0,6.31,1.26,1.08,1.05,1.0,2.0,0.3,60.0
459602,F32FDAEC-F54F-4BFC-A0C1-4C425216FA11,[Restricted] THE HIPSTER TAMAN DESA (Residential Condo),"The Hipster, Taman Desa",,Kuala Lumpur,Kuala Lumpur,58100,,3.098231,101.69014,Kuala Lumpur,,2,Default AC heuristic,0,5.34,2.67,1.35,1.35,1.0,2.0,0.3,60.0
459601,1ED01CE1-C90E-455F-B21E-2501B8ED1B95,[Restricted] PANGSAPURI SERVIS SURIA JELUTONG (Residential Condo),Suria Jelutong Serviced Apartment,,Shah Alam,UNKNOWN,40150,,3.098137,101.538795,UNKNOWN,,3,Venue multi-bay heuristic,0,4.12,1.37,1.0,1.05,1.0,2.0,0.3,60.0
459600,0A6A02DA-F85A-4B80-8974-305F746DF381,[Restricted] CASA DESA CONDOMINIUM (Residential Condo),Casa Desa Condominium,,Cheras,UNKNOWN,58100,,3.096656,101.679192,UNKNOWN,,2,Default AC heuristic,0,1.6,0.8,1.0,1.05,1.0,2.0,0.3,60.0
459599,4C45FFA0-FA91-4FB7-9189-DA845D68166E,[Restricted] ABADI RIA CONDOMINIUM (Residential Condo),Abadi Ria Condominium (Kondominium Abadi Ria),,Cheras,UNKNOWN,58100,,3.095673,101.684349,UNKNOWN,,2,Default AC heuristic,0,1.71,0.85,1.0,1.05,1.0,2.0,0.3,60.0
459598,6B44455B-A359-4775-A53B-4B45C97249CA,HJ SEAFOOD TREASURE (Restaurant),HJ Seafood Treasure 海景大酒家,,Kuchai Lama,UNKNOWN,58200,,3.092424,101.685303,UNKNOWN,,2,Default AC heuristic,0,2.86,1.43,1.0,1.05,1.0,2.0,0.3,60.0
459597,9D8C403F-BD2E-4DF1-A916-940190301DD3,[Restricted] UTROPOLIS SUITES TOWER B (Residential Condo),Utropolis Suites 1 (namely Tower A and B),,Shah Alam,UNKNOWN,40150,,3.09107,101.55896,UNKNOWN,,5,Venue multi-bay heuristic,0,3.37,0.67,1.0,1.05,1.0,2.0,0.3,60.0
459596,A5188A35-6D85-4D14-967A-A0C0F9A25E3F,[Restricted] THE HOLMES 2 CONDOMINIUM (Residential Condo),The Holmes 2,,Jln Tun Razak,UNKNOWN,56000,,3.088864,101.720764,UNKNOWN,,1,Default AC heuristic,0,2.56,2.56,1.0,1.05,1.0,2.0,0.3,60.0
459595,37D88131-9315-4CDD-9D59-962129CA4C54,[Restricted] KL PALACE COURT (Residential Condo),KL Palace Court,,Kuala Lumpur,Kuala Lumpur,58200,,3.088201,101.683678,Kuala Lumpur,,2,Default AC heuristic,0,5.89,2.95,1.35,1.35,1.0,2.0,0.3,60.0
459594,47ADC1B5-BA64-46FF-A530-FA8B03AFAA9F,[Restricted] ICON CITY (Residential Condo),Icon City,,Petaling Jaya,UNKNOWN,47300,,3.087786,101.615036,UNKNOWN,,1,Default AC heuristic,0,3.6,3.6,1.0,1.05,1.0,2.0,0.3,60.0
459593,723C8EEE-C2DE-4319-93B2-BE52989B5161,[Restricted] KUCHAI BREM PARK CONDO 1 (Residential Condo),Kuchai Brem Park Condo 1,,Kuchai Lama,UNKNOWN,58200,,3.086742,101.686554,UNKNOWN,,2,Default AC heuristic,0,3.83,1.92,1.0,1.05,1.0,2.0,0.3,60.0
459592,49A069CA-DD88-4FDA-AAED-868FF90231F7,CHINT MALAYSIA (Commercial),CHINT Malaysia,,Shah Alam,UNKNOWN,40150,,3.085453,101.572601,UNKNOWN,,2,Default AC heuristic,0,3.06,1.53,1.0,1.05,1.0,2.0,0.3,60.0
459591,A91704B8-21F3-417D-A9F9-C75ED8A95553,SMILE HOTEL SHAH ALAM (Hotel),Smile Hotel Shah Alam Seksyen 9,,Shah Alam,UNKNOWN,40100,,3.085349,101.522308,UNKNOWN,,6,Venue multi-bay heuristic,0,5.15,0.86,1.0,1.05,1.0,2.0,0.3,60.0
459590,EABE621C-A229-42E5-B454-7CFB9B31D33B,[Restricted] PETALZ RESIDENCES @ OLD KLANG ROAD (Residential Condo),Petalz Residences by EXSIM,,Kuala Lumpur,Kuala Lumpur,58000,,3.084323,101.661392,Kuala Lumpur,,1,Default AC heuristic,0,3.37,3.37,1.35,1.35,1.0,2.0,0.3,60.0
459589,1BB73F82-A3B1-42FE-A580-D667B779906E,[Restricted] WIDURI IMPIAN CONDOMINIUM (Residential Condo),Widuri Impian Condominium,,Desa Petaling,UNKNOWN,57100,,3.084177,101.713982,UNKNOWN,,1,Default AC heuristic,0,2.01,2.01,1.0,1.05,1.0,2.0,0.3,60.0
459588,2BEA6EE4-450A-488E-8CCC-679C4E1AE193,CONCORDE HOTEL SHAH ALAM (Hotel),Concorde Hotel Shah Alam,,Shah Alam,UNKNOWN,40100,,3.083955,101.524399,UNKNOWN,,3,Venue multi-bay heuristic,0,4.18,1.39,1.0,1.05,1.0,2.0,0.3,60.0
459587,9463AC64-346F-4AD4-A809-CA5AA75FFC7E,[Restricted] CITIZEN 2 @ OLD KLANG ROAD (Residential Condo),Citizen 2 @ Old Klang Road,,Old Klang Road,Kuala Lumpur,58000,,3.081979,101.662781,Kuala Lumpur,,2,Default AC heuristic,0,7.71,3.85,1.35,1.35,1.0,2.0,0.3,60.0
459586,AEB1E45E-675E-4D0F-B567-0D1093B7303B,NU EMPIRE SHOPPING GALLERY (Shopping Mall),Empire Shopping Gallery,,Subang Jaya,UNKNOWN,47500,,3.081778,101.582802,UNKNOWN,,6,Venue multi-bay heuristic,0,5.07,0.85,1.0,1.05,1.0,2.0,0.3,60.0
459585,A7A4E91E-F4AB-4995-BA9D-BD384FFD523D,IKON CONNAUGHT MALL (Shopping Mall),IKON Connaught,,Cheras,UNKNOWN,56000,,3.081166,101.731636,UNKNOWN,,2,Default AC heuristic,0,4.7,2.35,1.0,1.05,1.0,2.0,0.3,60.0
459584,A34AD1D3-6DE6-4742-A473-B89E35B53585,[Restricted] ONE SOHO SUBANG APARTMENT (Residential Condo),One Soho Subang,,Subang Jaya,UNKNOWN,47500,,3.079117,101.572502,UNKNOWN,,3,Venue multi-bay heuristic,0,1.97,0.66,1.0,1.05,1.0,2.0,0.3,60.0
459583,BA76251B-D5A9-4B03-9995-7763A3FFD0CF,[Restricted] GREENFIELD RESIDENCE (Residential Condo),Greenfield Residence,,Petaling Jaya,UNKNOWN,46150,,3.078443,101.613419,UNKNOWN,,2,Default AC heuristic,0,3.11,1.55,1.0,1.05,1.0,2.0,0.3,60.0
459582,D01FCF0F-ADD6-400B-96A8-E954D4B288D9,[Restricted] BOULEVARD SUBANG JAYA (Residential Condo),The Boulevard Condominium Subang Jaya,,Subang Jaya,UNKNOWN,47500,,3.07837,101.602219,UNKNOWN,,1,Default AC heuristic,0,2.72,2.72,1.0,1.05,1.0,2.0,0.3,60.0
459581,A2F7AFD5-31BE-43C1-AF65-1FDABA44E8BC,[Restricted] PRIMA U1 CONDOMINIUM (Residential Condo),Prima U1 Condominium,,Shah Alam,UNKNOWN,40150,,3.078161,101.556183,UNKNOWN,,2,Default AC heuristic,0,3.46,1.73,1.0,1.05,1.0,2.0,0.3,60.0
459580,77F9A361-7FE7-4038-A733-DD475D7210FA,[Restricted] SERINGIN RESIDENCES (Residential Condo),Seringin Residences,,Old Klang Road,Kuala Lumpur,58200,,3.076546,101.686668,Kuala Lumpur,,2,Default AC heuristic,0,7.39,3.7,1.35,1.35,1.0,2.0,0.3,60.0
459579,FC633155-BF76-4AE9-8D9B-77EB4B73E311,[Restricted] RIANA SOUTH CONDOMINIUM (Residential Condo),Riana South @ Bukit Manda'rina - IJM Land,,Kuala Lumpur,Kuala Lumpur,56000,,3.076233,101.732903,Kuala Lumpur,,2,Default AC heuristic,0,5.96,2.98,1.35,1.35,1.0,2.0,0.3,60.0
459578,677B994C-ACD5-4F32-974A-E27A0DFF1543,[Restricted] RIVERVILLE RESIDENCES (Residential Condo),Riverville Residences,,Kuala Lumpur,Kuala Lumpur,58200,,3.076086,101.65593,Kuala Lumpur,,2,Default AC heuristic,0,6.27,3.13,1.35,1.35,1.0,2.0,0.3,60.0
459577,0F4F6F9B-2A8A-4344-9A7B-1913C0A37990,[Restricted] ALTITUDE 236 (Residential Condo),"9, Persiaran Alam Damai",,Cheras,UNKNOWN,56000,,3.076023,101.735252,UNKNOWN,,1,Default AC heuristic,0,4.17,4.17,1.0,1.05,1.0,2.0,0.3,60.0
459576,80240791-6D92-48A3-A0B5-B21381EBB0A4,[Restricted] YOU CITY-YOU VISTA (Residential Condo),You City - You Vista,,Cheras,UNKNOWN,43200,,3.074682,101.762955,UNKNOWN,,2,Default AC heuristic,0,3.26,1.63,1.0,1.05,1.0,2.0,0.3,60.0
459575,4153F3CE-168F-4C29-BB2B-393E63ED408D,[Restricted] GREEN RESIDENCE (Residential Condo),Jalan Sayang 1,,Cheras,UNKNOWN,43200,,3.072992,101.755684,UNKNOWN,,1,Default AC heuristic,0,1.46,1.46,1.0,1.05,1.0,2.0,0.3,60.0
459574,53CCFDE7-FDD2-4DCB-9CF7-E0B0BE022F2B,[Restricted] IMPERIAL RESIDENCE (Residential Condo),Imperial Residence,,Cheras,UNKNOWN,43200,,3.072718,101.759346,UNKNOWN,,2,Default AC heuristic,0,3.0,1.5,1.0,1.05,1.0,2.0,0.3,60.0
459573,1484DFA0-A274-4417-80E1-BAF0FA80205C,[Restricted] CHERAS HEIGHTS CONDOMINIUM (Residential Condo),"no 2, Jalan Bukit Cheras 18",,Kuala Lumpur,Kuala Lumpur,56000,,3.068582,101.747993,Kuala Lumpur,,1,Default AC heuristic,0,5.16,5.16,1.35,1.35,1.0,2.0,0.3,60.0
459572,F5E296FC-860B-4209-B36C-CE38E5D45A3B,[Restricted] ALAM SANJUNG (Residential Condo),ALAM SANJUNG,,Shah Alam,UNKNOWN,40300,,3.068384,101.553566,UNKNOWN,,2,Default AC heuristic,0,1.8,0.9,1.0,1.05,1.0,2.0,0.3,60.0
459571,7A0BCB4D-BA58-4631-9880-D04BD8DB009D,[Restricted] WALTZ RESIDENCES (Residential Condo),Waltz Residences,,Puchong,UNKNOWN,58200,,3.068148,101.672478,UNKNOWN,,1,Default AC heuristic,0,1.57,1.57,1.0,1.05,1.0,2.0,0.3,60.0
459570,5D55142B-03EA-4147-A48C-09D50A505E3C,PINNACLE SRI PETALING MALL (Grocery),Pinnacle Sri Petaling (Condominium Complex),,Kuala Lumpur,Kuala Lumpur,57000,,3.067885,101.693985,Kuala Lumpur,,1,Default AC heuristic,0,3.15,3.15,1.35,1.35,1.0,2.0,0.3,60.0
459569,11577C4A-22C6-4E78-A97D-14C01033B098,[Restricted] THE GREENS (RESIDENSI HIJAUAN) (Residential Condo),Residensi Hijauan (The Greens),,Shah Alam,Negeri Sembilan,40300,,3.067677,101.553314,Negeri Sembilan,,2,Default AC heuristic,0,5.01,2.51,1.08,1.05,1.0,2.0,0.3,60.0
459568,01BCD927-7603-4EBD-A669-EB06D8698B4E,THE FOOD MERCHANT WCITY OUG SALES GALLERY (Grocery),"The Food Merchant, WCity OUG Sales Gallery",,OUG,UNKNOWN,58200,,3.067541,101.67411,UNKNOWN,,1,Default AC heuristic,0,2.11,2.11,1.0,1.05,1.0,2.0,0.3,60.0
459567,2B002D08-51C9-4E23-90C4-43B54F36AD56,[Restricted] PARK VILLA CONDOMINIUM (TOWER A) (Residential Condo),Park Villa Condominium @ Jalan Pipit,,Puchong,UNKNOWN,47100,,3.066964,101.625031,UNKNOWN,,2,Default AC heuristic,0,3.57,1.79,1.0,1.05,1.0,2.0,0.3,60.0
459566,8586D555-B86A-43BE-9B45-7086BDDD8EE8,[Restricted] IMPIAN HEIGHT CONDOMINIUM (Residential Condo),Impian Height Condominium,,Puchong,UNKNOWN,47100,,3.065263,101.625984,UNKNOWN,,1,Default AC heuristic,0,1.4,1.4,1.0,1.05,1.0,2.0,0.3,60.0
459565,6C12A7BD-C90F-44C4-9D7F-C5401309E22E,[Restricted] KIARA RESIDENCE 2 (Residential Condo),Kiara Residence 2,,Kuala Lumpur,Kuala Lumpur,58200,,3.064063,101.669563,Kuala Lumpur,,1,Default AC heuristic,0,3.16,3.16,1.35,1.35,1.0,2.0,0.3,60.0
459564,81C87B8C-1B11-4413-A198-DD3700568C72,THE SUMMIT USJ (Shopping Mall),The Summit USJ,,Subang Jaya,UNKNOWN,47600,,3.06024,101.593544,UNKNOWN,,1,Default AC heuristic,0,2.33,2.33,1.0,1.05,1.0,2.0,0.3,60.0
459563,3EF93EFB-92AD-4ABD-B1B2-1637F469FE8E,[Restricted] USJ ONE RESIDENCE (Residential Condo),USJ One Residence Tower B,,Subang Jaya,UNKNOWN,47500,,3.059559,101.598648,UNKNOWN,,3,Venue multi-bay heuristic,0,3.23,1.08,1.0,1.05,1.0,2.0,0.3,60.0
459562,A52AC366-AE3B-4BAA-BC3A-7B9A16756386,[Restricted] CASA GREEN CONDOMINIUM (TOWER A) (Residential Condo),Casa Green Condominium - Cheras,,Cheras,UNKNOWN,43200,,3.057322,101.761642,UNKNOWN,,1,Default AC heuristic,0,2.44,2.44,1.0,1.05,1.0,2.0,0.3,60.0
459561,694BBD6B-1E9B-4F08-99A6-C57A941ADCAF,[Restricted] SAVANNA BUKIT JALIL (Residential Condo),Savanna Bukit Jalil,,Kuala Lumpur,Kuala Lumpur,57000,,3.056604,101.687775,Kuala Lumpur,,2,Default AC heuristic,0,4.94,2.47,1.35,1.35,1.0,2.0,0.3,60.0
459560,45FA1E05-B96D-47A5-86CC-A842908F7A06,[Restricted] THE HAVRE BUKIT JALIL (Residential Condo),The Havre Bukit Jalil,,Kuala Lumpur,Kuala Lumpur,57000,,3.056034,101.666908,Kuala Lumpur,,1,Default AC heuristic,0,5.75,5.75,1.35,1.35,1.0,2.0,0.3,60.0
459559,5209D46A-082A-4884-B33D-3AFE27BC0913,BMC MALL (Shopping Mall),BMC Mall,,Cheras,UNKNOWN,43200,,3.054651,101.786812,UNKNOWN,,5,Venue multi-bay heuristic,0,5.81,1.16,1.0,1.05,1.0,2.0,0.3,60.0
